index,answer,t0,t1,webm_url,video_id
384,place linked,151.79,190.329999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
385,edit linked object,219.04,269.39,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
386,edit closed linked objects,320.469999,373.3,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
387,smart objects,407.889999,420.61,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
388,embedded smart object,429.23,462.11,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
389,change embedded to linked,462.719999,502.179999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
390,move linked image,512.099999,544.31,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
391,package,545.33,572.51,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/9d565eab-40bf-48bf-878f-7490ff84cb1a/f1ebb8aa-8316-4f0e-a0ea-fc734202befb_20150818091411.854x480at800_vp8.webm,4255
392,rectangular marquee tool,25.86,70.4,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/40a00428-62d3-416b-a45d-94f12839df56/f33cc05b-e235-4859-83d6-13de37a1d25c_20150818091513.854x480at800_vp8.webm,4263
393,elliptical marquee tool,87.389999,131.89,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/40a00428-62d3-416b-a45d-94f12839df56/f33cc05b-e235-4859-83d6-13de37a1d25c_20150818091513.854x480at800_vp8.webm,4263
394,lasso tool,142.65,164.69,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/40a00428-62d3-416b-a45d-94f12839df56/f33cc05b-e235-4859-83d6-13de37a1d25c_20150818091513.854x480at800_vp8.webm,4263
395,polygonal lasso tool,164.79,211.729999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/40a00428-62d3-416b-a45d-94f12839df56/f33cc05b-e235-4859-83d6-13de37a1d25c_20150818091513.854x480at800_vp8.webm,4263
396,quick selection tool,227.78,258.19,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/40a00428-62d3-416b-a45d-94f12839df56/f33cc05b-e235-4859-83d6-13de37a1d25c_20150818091513.854x480at800_vp8.webm,4263
397,content aware fill,9.21,45.58,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/942cbd0a-0e48-4d7e-a6a1-d6a783712541/a9dc76ef-2a2b-4bef-81cf-6b1733de720e_20150818101514.854x480at800_vp8.webm,4393
398,content aware shortcut,45.92,59,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/942cbd0a-0e48-4d7e-a6a1-d6a783712541/a9dc76ef-2a2b-4bef-81cf-6b1733de720e_20150818101514.854x480at800_vp8.webm,4393
399,create an artboard,35.709999,45.74,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
400,change artboard properties,45.84,84.899999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
401,artboard-specific grids,85.929999,99.039999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
402,add artboard,100.19,128.85,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
403,toggle the visibility of artboards,129.58,138.49,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
404,arrange layers on artboard,140.24,159.169999,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
405,drag content in and out of an artboard,165.42,181.57,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
406,control content inside of an artboard,182.1,195.85,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
407,export artboard,197.67,226.29,https://images-tv.adobe.com/avp/vr/b3750ea0-c30d-4b5d-b762-db043c5f3f91/b645a043-0463-4ca9-a7ad-5613ad0d52cb/39865285-7bbf-49a4-9d12-5c53f255a54b_20151005074759.1280x720at2400_vp8.webm,4713
